agent_module,config,task_id,baseline_passed,optimized_passed
bench.agents.analyst_qa,StateDrop-only,squad-56bf159b3aeaaa14008c950b,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d2045de7d4791d009025f3,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d2045de7d4791d009025f4,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d2045de7d4791d009025f5,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d2045de7d4791d009025f6,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d6017d1c85041400946ebe,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d6017d1c85041400946ec1,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d6017d1c85041400946ec2,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d98a59dc89441400fdb52a,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d98a59dc89441400fdb52b,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d98a59dc89441400fdb52e,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56be4eafacb8001400a50302,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56be4eafacb8001400a50303,0,0
bench.agents.analyst_qa,StateDrop-only,squad-56be4eafacb8001400a50304,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56beab833aeaaa14008c91d2,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56beab833aeaaa14008c91d3,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56beab833aeaaa14008c91d4,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56beae423aeaaa14008c91f4,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56beae423aeaaa14008c91f5,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56beae423aeaaa14008c91f6,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56beae423aeaaa14008c91f7,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56bf17653aeaaa14008c9511,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56bf17653aeaaa14008c9513,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56bf17653aeaaa14008c9514,0,0
bench.agents.analyst_qa,StateDrop-only,squad-56bf17653aeaaa14008c9515,0,0
bench.agents.analyst_qa,StateDrop-only,squad-56d204ade7d4791d00902603,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d204ade7d4791d00902604,0,0
bench.agents.analyst_qa,StateDrop-only,squad-56d601e41c85041400946ece,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d601e41c85041400946ecf,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d601e41c85041400946ed0,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d601e41c85041400946ed1,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d601e41c85041400946ed2,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d98b33dc89441400fdb53b,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d98b33dc89441400fdb53c,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d98b33dc89441400fdb53d,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d98b33dc89441400fdb53e,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56be5333acb8001400a5030a,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56be5333acb8001400a5030b,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56be5333acb8001400a5030c,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56be5333acb8001400a5030d,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56be5333acb8001400a5030e,1,0
bench.agents.analyst_qa,StateDrop-only,squad-56beaf5e3aeaaa14008c91fd,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56beaf5e3aeaaa14008c91fe,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56beaf5e3aeaaa14008c91ff,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56beaf5e3aeaaa14008c9200,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56beaf5e3aeaaa14008c9201,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56bf1ae93aeaaa14008c951b,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56bf1ae93aeaaa14008c951c,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56bf1ae93aeaaa14008c951e,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56bf1ae93aeaaa14008c951f,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d2051ce7d4791d00902608,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d2051ce7d4791d00902609,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d2051ce7d4791d0090260a,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d2051ce7d4791d0090260b,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d602631c85041400946ed8,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d602631c85041400946eda,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d602631c85041400946edb,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d602631c85041400946edc,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d98c53dc89441400fdb544,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d98c53dc89441400fdb545,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d98c53dc89441400fdb546,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d98c53dc89441400fdb548,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56be53b8acb8001400a50314,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56be53b8acb8001400a50315,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56be53b8acb8001400a50316,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56beafca3aeaaa14008c9207,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56beafca3aeaaa14008c9208,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56bf42f53aeaaa14008c95a3,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d2053ae7d4791d00902610,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d6edd00d65d21400198250,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d6edd00d65d21400198251,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d98d0adc89441400fdb54e,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d98d0adc89441400fdb54f,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56be5438acb8001400a5031a,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56be5438acb8001400a5031b,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56be5438acb8001400a5031c,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56beb03c3aeaaa14008c920b,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56beb03c3aeaaa14008c920d,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56bf3c633aeaaa14008c9580,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56bf3c633aeaaa14008c9581,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56bf3c633aeaaa14008c9582,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d20564e7d4791d00902612,0,0
bench.agents.analyst_qa,StateDrop-only,squad-56d6ee6e0d65d21400198254,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d6ee6e0d65d21400198255,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d6ee6e0d65d21400198256,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d6ee6e0d65d21400198257,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d6ee6e0d65d21400198258,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d98db6dc89441400fdb552,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d98db6dc89441400fdb553,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d98db6dc89441400fdb554,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56be54bdacb8001400a50322,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56be54bdacb8001400a50323,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56be54bdacb8001400a50324,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56be54bdacb8001400a50325,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56be54bdacb8001400a50326,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56beb0f43aeaaa14008c921b,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56beb0f43aeaaa14008c921c,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56beb0f43aeaaa14008c921d,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56beb0f43aeaaa14008c921e,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56beb0f43aeaaa14008c921f,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56bf21b43aeaaa14008c9525,0,0
bench.agents.analyst_qa,StateDrop-only,squad-56bf21b43aeaaa14008c9526,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56bf21b43aeaaa14008c9528,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56bf21b43aeaaa14008c9529,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d6ef6a0d65d21400198260,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d6ef6a0d65d21400198262,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d98f0ddc89441400fdb558,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d98f0ddc89441400fdb559,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d98f0ddc89441400fdb55a,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d98f0ddc89441400fdb55b,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d98f0ddc89441400fdb55c,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56be5523acb8001400a5032c,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56be5523acb8001400a5032d,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56be5523acb8001400a5032e,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56be5523acb8001400a5032f,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56be5523acb8001400a50330,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56beb2153aeaaa14008c9225,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56beb2153aeaaa14008c9226,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56beb2153aeaaa14008c9228,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56beb2153aeaaa14008c9229,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56bf23363aeaaa14008c952f,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56bf23363aeaaa14008c9530,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56bf23363aeaaa14008c9531,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56bf23363aeaaa14008c9532,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56bf23363aeaaa14008c9533,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d6f0770d65d21400198268,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d6f0770d65d21400198269,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d6f0770d65d2140019826a,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d6f0770d65d2140019826c,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d98fbfdc89441400fdb562,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d98fbfdc89441400fdb564,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d98fbfdc89441400fdb565,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56be572b3aeaaa14008c9052,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56beb2a03aeaaa14008c922f,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56beb2a03aeaaa14008c9230,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56beb2a03aeaaa14008c9231,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56beb2a03aeaaa14008c9232,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56beb2a03aeaaa14008c9233,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56bf28c73aeaaa14008c9539,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56bf28c73aeaaa14008c953a,0,0
bench.agents.analyst_qa,StateDrop-only,squad-56bf28c73aeaaa14008c953c,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56bf28c73aeaaa14008c953d,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d6f1190d65d21400198272,0,0
bench.agents.analyst_qa,StateDrop-only,squad-56d6f1190d65d21400198273,1,0
bench.agents.analyst_qa,StateDrop-only,squad-56d6f1190d65d21400198274,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d6f1190d65d21400198275,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d6f1190d65d21400198276,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d99179dc89441400fdb56c,1,0
bench.agents.analyst_qa,StateDrop-only,squad-56d99179dc89441400fdb56d,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d99179dc89441400fdb570,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56be59683aeaaa14008c9058,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56be59683aeaaa14008c9059,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56be59683aeaaa14008c905a,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56beb3083aeaaa14008c923d,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56beb3083aeaaa14008c923e,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56beb3083aeaaa14008c923f,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56beb3083aeaaa14008c9240,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56beb3083aeaaa14008c9241,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56bf2afe3aeaaa14008c9543,1,1
