agent_module,config,task_id,baseline_passed,optimized_passed
bench.agents.analyst_qa,StateDrop-only,squad-56bf159b3aeaaa14008c950b,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d2045de7d4791d009025f3,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d2045de7d4791d009025f4,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d2045de7d4791d009025f5,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d2045de7d4791d009025f6,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d6017d1c85041400946ebe,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d6017d1c85041400946ec1,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d6017d1c85041400946ec2,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d98a59dc89441400fdb52a,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d98a59dc89441400fdb52b,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d98a59dc89441400fdb52e,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56be4eafacb8001400a50302,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56be4eafacb8001400a50303,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56be4eafacb8001400a50304,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56beab833aeaaa14008c91d2,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56beab833aeaaa14008c91d3,0,0
bench.agents.analyst_qa,StateDrop-only,squad-56beab833aeaaa14008c91d4,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56beae423aeaaa14008c91f4,0,0
bench.agents.analyst_qa,StateDrop-only,squad-56beae423aeaaa14008c91f5,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56beae423aeaaa14008c91f6,0,0
bench.agents.analyst_qa,StateDrop-only,squad-56beae423aeaaa14008c91f7,0,1
bench.agents.analyst_qa,StateDrop-only,squad-56bf17653aeaaa14008c9511,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56bf17653aeaaa14008c9513,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56bf17653aeaaa14008c9514,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56bf17653aeaaa14008c9515,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d204ade7d4791d00902603,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d204ade7d4791d00902604,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d601e41c85041400946ece,0,0
bench.agents.analyst_qa,StateDrop-only,squad-56d601e41c85041400946ecf,0,0
bench.agents.analyst_qa,StateDrop-only,squad-56d601e41c85041400946ed0,0,0
bench.agents.analyst_qa,StateDrop-only,squad-56d601e41c85041400946ed1,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d601e41c85041400946ed2,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d98b33dc89441400fdb53b,0,0
bench.agents.analyst_qa,StateDrop-only,squad-56d98b33dc89441400fdb53c,0,0
bench.agents.analyst_qa,StateDrop-only,squad-56d98b33dc89441400fdb53d,1,0
bench.agents.analyst_qa,StateDrop-only,squad-56d98b33dc89441400fdb53e,0,0
bench.agents.analyst_qa,StateDrop-only,squad-56be5333acb8001400a5030a,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56be5333acb8001400a5030b,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56be5333acb8001400a5030c,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56be5333acb8001400a5030d,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56be5333acb8001400a5030e,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56beaf5e3aeaaa14008c91fd,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56beaf5e3aeaaa14008c91fe,1,0
bench.agents.analyst_qa,StateDrop-only,squad-56beaf5e3aeaaa14008c91ff,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56beaf5e3aeaaa14008c9200,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56beaf5e3aeaaa14008c9201,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56bf1ae93aeaaa14008c951b,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56bf1ae93aeaaa14008c951c,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56bf1ae93aeaaa14008c951e,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56bf1ae93aeaaa14008c951f,0,0
bench.agents.analyst_qa,StateDrop-only,squad-56d2051ce7d4791d00902608,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d2051ce7d4791d00902609,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d2051ce7d4791d0090260a,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d2051ce7d4791d0090260b,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d602631c85041400946ed8,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d602631c85041400946eda,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d602631c85041400946edb,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d602631c85041400946edc,1,1
bench.agents.analyst_qa,StateDrop-only,squad-56d98c53dc89441400fdb544,1,1
